learner_id,prior_knowledge_level,learning_style,baseline_quiz_score,module_id,topic,difficulty_level,content_type,estimated_time,time_spent,attempts,clicks,engagement_score,quiz_score,mastery_level,retention_score,reward
L013,Medium,Mixed,56,C011,Electrochemistry,2,Video,300,343,3,7,1.84,89,Advanced,89,1
L014,Medium,Textual,29,C035,Thermodynamics,2,Text,1320,1701,1,12,2.49,90,Advanced,93,1
L014,Medium,Textual,29,C014,Equilibrium,1,Simulation,1080,1179,1,1,1.19,18,Beginner,13,0
L014,Medium,Textual,29,C003,Equilibrium,5,Video,1200,922,2,2,0.97,63,Intermediate,68,0
L014,Medium,Textual,29,C033,Kinetics,1,Text,300,326,1,9,1.99,47,Intermediate,45,0
L014,Medium,Textual,29,C021,Acids & Bases,1,Simulation,1020,835,2,13,2.12,3,Beginner,8,0
L014,Medium,Textual,29,C047,Electrochemistry,3,Text,600,541,2,2,1.1,12,Beginner,14,0
L014,Medium,Textual,29,C013,Electrochemistry,3,Quiz,1020,974,2,7,1.65,88,Advanced,84,1
L014,Medium,Textual,29,C002,Equilibrium,1,Video,960,996,2,7,1.74,14,Beginner,6,0
L014,Medium,Textual,29,C005,Atomic Structure,4,Quiz,300,242,2,10,1.81,10,Beginner,18,0
L014,Medium,Textual,29,C013,Thermodynamics,2,Text,360,217,2,9,1.5,2,Beginner,5,0
L014,Medium,Textual,29,C021,Organic Chemistry,2,Quiz,600,306,3,11,1.61,47,Intermediate,52,0
L014,Medium,Textual,29,C038,Organic Chemistry,2,Video,960,1009,3,11,2.15,20,Beginner,20,0
L014,Medium,Textual,29,C022,Kinetics,5,Quiz,1140,1175,3,4,1.43,20,Beginner,18,0
L014,Medium,Textual,29,C010,Electrochemistry,3,Video,360,353,2,13,2.28,67,Intermediate,62,1
L014,Medium,Textual,29,C027,Equilibrium,5,Simulation,1440,1665,3,8,1.96,15,Beginner,16,0
L014,Medium,Textual,29,C038,Electrochemistry,4,Text,1320,1401,2,1,1.16,76,Advanced,83,1
L014,Medium,Textual,29,C025,Thermodynamics,2,Video,900,754,3,8,1.64,41,Intermediate,42,0
L014,Medium,Textual,29,C014,Electrochemistry,4,Text,1440,1661,2,7,1.85,53,Intermediate,63,0
L014,Medium,Textual,29,C048,Organic Chemistry,4,Simulation,1020,1164,3,6,1.74,20,Beginner,22,0
L014,Medium,Textual,29,C049,Organic Chemistry,2,Quiz,780,812,3,10,2.04,87,Advanced,88,1
L015,Medium,Mixed,27,C032,Atomic Structure,1,Video,540,713,3,10,2.32,88,Advanced,81,1
L015,Medium,Mixed,27,C043,Organic Chemistry,3,Quiz,480,348,2,1,0.82,54,Intermediate,47,0
L015,Medium,Mixed,27,C003,Organic Chemistry,5,Text,1140,1311,1,7,1.85,20,Beginner,14,0
L015,Medium,Mixed,27,C011,Organic Chemistry,5,Video,1140,1016,3,12,2.09,70,Advanced,70,1
L015,Medium,Mixed,27,C031,Equilibrium,2,Video,780,1121,2,9,2.34,1,Beginner,9,0
L015,Medium,Mixed,27,C042,Organic Chemistry,5,Video,1320,652,3,10,1.49,38,Beginner,40,0
L015,Medium,Mixed,27,C044,Acids & Bases,1,Text,900,981,2,7,1.79,35,Beginner,38,0
L015,Medium,Mixed,27,C039,Kinetics,5,Quiz,300,251,3,9,1.74,7,Beginner,17,0
L015,Medium,Mixed,27,C033,Organic Chemistry,3,Quiz,600,494,1,12,2.02,1,Beginner,7,0
L015,Medium,Mixed,27,C037,Acids & Bases,4,Simulation,720,677,2,8,1.74,49,Intermediate,57,0
L015,Medium,Mixed,27,C049,Electrochemistry,4,Quiz,420,231,3,2,0.75,86,Advanced,77,0
L015,Medium,Mixed,27,C004,Organic Chemistry,4,Text,480,288,1,13,1.9,92,Advanced,88,1
L015,Medium,Mixed,27,C039,Equilibrium,1,Text,1200,639,3,12,1.73,16,Beginner,11,0
L015,Medium,Mixed,27,C043,Acids & Bases,4,Simulation,720,326,3,14,1.85,22,Beginner,14,0
L015,Medium,Mixed,27,C036,Thermodynamics,5,Simulation,1440,1471,1,14,2.42,20,Beginner,11,0
L015,Medium,Mixed,27,C004,Equilibrium,2,Simulation,720,888,3,1,1.33,15,Beginner,14,0
L015,Medium,Mixed,27,C001,Thermodynamics,4,Text,360,286,1,5,1.29,1,Beginner,3,0
L015,Medium,Mixed,27,C016,Equilibrium,1,Video,900,582,3,4,1.05,61,Intermediate,68,1
L015,Medium,Mixed,27,C018,Electrochemistry,2,Video,600,598,2,12,2.2,100,Advanced,91,1
L015,Medium,Mixed,27,C006,Electrochemistry,2,Quiz,960,1201,3,1,1.35,41,Intermediate,46,0
L016,Medium,Textual,37,C039,Thermodynamics,5,Quiz,420,467,2,6,1.71,66,Intermediate,61,1
L016,Medium,Textual,37,C021,Acids & Bases,4,Video,1080,1728,1,5,2.1,34,Beginner,43,0
L016,Medium,Textual,37,C031,Equilibrium,3,Simulation,360,436,2,9,2.11,53,Intermediate,63,0
L016,Medium,Textual,37,C030,Electrochemistry,4,Video,1080,1118,1,14,2.44,79,Advanced,76,1
L016,Medium,Textual,37,C007,Equilibrium,5,Simulation,1440,348,1,13,1.54,97,Advanced,100,1
L016,Medium,Textual,37,C024,Acids & Bases,5,Simulation,360,366,1,4,1.42,44,Intermediate,43,0
L016,Medium,Textual,37,C044,Acids & Bases,4,Text,1020,1242,1,11,2.32,1,Beginner,-7,0
L016,Medium,Textual,37,C023,Kinetics,3,Text,540,465,3,2,1.06,9,Beginner,18,0
L016,Medium,Textual,37,C012,Thermodynamics,3,Simulation,1320,1378,1,7,1.74,82,Advanced,84,1
L016,Medium,Textual,37,C048,Electrochemistry,3,Quiz,780,701,2,14,2.3,6,Beginner,1,0
L016,Medium,Textual,37,C031,Equilibrium,4,Quiz,300,314,1,5,1.55,51,Intermediate,42,0
L016,Medium,Textual,37,C005,Equilibrium,4,Simulation,600,600,3,2,1.2,62,Intermediate,68,1
L016,Medium,Textual,37,C021,Equilibrium,4,Quiz,420,272,2,7,1.35,100,Advanced,106,1
L016,Medium,Textual,37,C040,Kinetics,2,Text,600,275,3,5,0.96,9,Beginner,13,0
L016,Medium,Textual,37,C049,Electrochemistry,5,Simulation,300,384,1,5,1.78,52,Intermediate,45,0
L016,Medium,Textual,37,C001,Kinetics,5,Text,1020,868,1,3,1.15,59,Intermediate,59,0
L016,Medium,Textual,37,C021,Equilibrium,5,Quiz,1440,1143,2,4,1.19,33,Beginner,24,0
L016,Medium,Textual,37,C001,Organic Chemistry,4,Video,1320,1138,3,9,1.76,92,Advanced,83,1
L016,Medium,Textual,37,C031,Thermodynamics,5,Quiz,600,689,1,9,2.05,63,Intermediate,57,1
L016,Medium,Textual,37,C004,Kinetics,1,Video,780,752,1,2,1.16,59,Intermediate,54,0
L017,High,Mixed,48,C024,Kinetics,1,Quiz,840,817,1,12,2.17,74,Advanced,83,1
L017,High,Mixed,48,C038,Atomic Structure,3,Simulation,720,752,1,1,1.14,59,Intermediate,57,0
L017,High,Mixed,48,C030,Thermodynamics,3,Video,540,554,1,8,1.83,76,Advanced,79,1
L017,High,Mixed,48,C017,Electrochemistry,1,Text,900,1364,1,13,2.82,50,Intermediate,58,0
L017,High,Mixed,48,C037,Thermodynamics,1,Video,540,145,3,14,1.67,99,Advanced,99,1
L017,High,Mixed,48,C039,Electrochemistry,4,Video,1140,1203,3,7,1.76,27,Beginner,19,0
L017,High,Mixed,48,C039,Organic Chemistry,3,Text,540,743,2,6,1.98,95,Advanced,90,1
L017,High,Mixed,48,C025,Atomic Structure,4,Text,1260,1331,3,8,1.86,24,Beginner,26,0
L017,High,Mixed,48,C012,Acids & Bases,2,Simulation,1140,1029,2,4,1.3,77,Advanced,79,1
L017,High,Mixed,48,C007,Thermodynamics,1,Text,1320,1220,2,5,1.42,35,Beginner,34,0
L017,High,Mixed,48,C017,Electrochemistry,3,Simulation,720,712,3,12,2.19,97,Advanced,97,1
L017,High,Mixed,48,C005,Organic Chemistry,2,Simulation,1140,792,1,8,1.49,17,Beginner,19,0
L017,High,Mixed,48,C018,Thermodynamics,1,Quiz,720,344,1,2,0.68,21,Beginner,12,0
L017,High,Mixed,48,C043,Kinetics,4,Text,960,399,3,14,1.82,20,Beginner,28,0
L017,High,Mixed,48,C049,Equilibrium,2,Simulation,660,825,1,14,2.65,7,Beginner,4,0
L017,High,Mixed,48,C009,Kinetics,4,Text,900,680,2,6,1.36,88,Advanced,86,1
L017,High,Mixed,48,C019,Equilibrium,2,Video,360,403,3,2,1.32,94,Advanced,90,1
L017,High,Mixed,48,C041,Electrochemistry,3,Quiz,960,772,1,6,1.4,42,Intermediate,48,0
L017,High,Mixed,48,C026,Thermodynamics,5,Simulation,300,129,3,7,1.13,28,Beginner,32,0
L017,High,Mixed,48,C023,Atomic Structure,4,Video,1140,1166,1,5,1.52,7,Beginner,8,0
L018,Low,Textual,77,C048,Equilibrium,1,Text,960,899,2,2,1.14,88,Advanced,89,1
L018,Low,Textual,77,C025,Kinetics,5,Video,1080,804,3,11,1.84,26,Beginner,35,0
L018,Low,Textual,77,C004,Kinetics,1,Text,1200,1300,2,10,2.08,89,Advanced,88,1
L018,Low,Textual,77,C010,Acids & Bases,1,Video,1080,1551,2,9,2.34,33,Beginner,24,0
L018,Low,Textual,77,C045,Kinetics,3,Video,1200,1036,3,5,1.36,57,Intermediate,64,0
L018,Low,Textual,77,C028,Acids & Bases,5,Video,480,361,2,8,1.55,98,Advanced,104,1
L018,Low,Textual,77,C047,Organic Chemistry,5,Simulation,720,634,1,4,1.28,16,Beginner,20,0
L018,Low,Textual,77,C030,Electrochemistry,4,Simulation,1080,946,3,8,1.68,100,Advanced,95,1
L018,Low,Textual,77,C032,Organic Chemistry,2,Simulation,1440,2330,2,14,3.02,81,Advanced,73,1
L018,Low,Textual,77,C047,Atomic Structure,4,Text,1380,1880,1,14,2.76,82,Advanced,80,1
L018,Low,Textual,77,C025,Equilibrium,4,Simulation,600,699,3,13,2.46,99,Advanced,93,1
L018,Low,Textual,77,C013,Electrochemistry,1,Video,1320,1124,3,4,1.25,91,Advanced,87,1
L018,Low,Textual,77,C038,Equilibrium,3,Video,1020,1159,3,11,2.24,14,Beginner,19,0
L018,Low,Textual,77,C021,Atomic Structure,4,Video,900,607,3,9,1.57,89,Advanced,84,1
L018,Low,Textual,77,C002,Thermodynamics,5,Quiz,1440,830,1,11,1.68,93,Advanced,91,1
L018,Low,Textual,77,C040,Electrochemistry,1,Simulation,1020,660,3,5,1.15,18,Beginner,19,0
L018,Low,Textual,77,C040,Kinetics,3,Simulation,1080,890,1,4,1.22,48,Intermediate,49,0
L018,Low,Textual,77,C035,Acids & Bases,5,Quiz,480,292,2,10,1.61,3,Beginner,7,0
L018,Low,Textual,77,C021,Thermodynamics,2,Quiz,420,629,2,9,2.4,53,Intermediate,50,0
L018,Low,Textual,77,C036,Kinetics,4,Video,960,828,1,4,1.26,23,Beginner,30,0
L019,Medium,Textual,40,C020,Thermodynamics,4,Video,840,593,3,7,1.41,91,Advanced,88,1
L019,Medium,Textual,40,C007,Kinetics,2,Quiz,1200,878,2,10,1.73,88,Advanced,86,1
L019,Medium,Textual,40,C030,Acids & Bases,4,Quiz,780,656,2,10,1.84,56,Intermediate,63,0
L019,Medium,Textual,40,C032,Atomic Structure,2,Video,300,298,3,7,1.69,69,Intermediate,65,1
L019,Medium,Textual,40,C016,Electrochemistry,2,Simulation,900,918,3,5,1.52,41,Intermediate,40,0
L019,Medium,Textual,40,C044,Organic Chemistry,1,Simulation,540,623,2,5,1.65,81,Advanced,87,1
L019,Medium,Textual,40,C010,Thermodynamics,3,Text,540,324,1,5,1.1,11,Beginner,13,0
L019,Medium,Textual,40,C021,Thermodynamics,1,Text,1320,2276,1,4,2.12,70,Advanced,80,1
L019,Medium,Textual,40,C003,Acids & Bases,1,Video,360,469,3,6,1.9,48,Intermediate,42,0
L019,Medium,Textual,40,C005,Electrochemistry,2,Quiz,600,188,2,6,0.91,97,Advanced,107,0
L019,Medium,Textual,40,C049,Kinetics,2,Video,540,467,3,13,2.16,38,Beginner,37,0
L019,Medium,Textual,40,C017,Thermodynamics,4,Quiz,840,1346,3,3,1.9,62,Intermediate,56,1
L019,Medium,Textual,40,C010,Atomic Structure,5,Simulation,1440,2123,2,8,2.27,84,Advanced,80,1
L019,Medium,Textual,40,C012,Atomic Structure,4,Video,1080,1168,3,13,2.38,39,Beginner,33,0
L019,Medium,Textual,40,C037,Atomic Structure,2,Text,420,430,3,6,1.62,38,Beginner,29,0
L019,Medium,Textual,40,C034,Thermodynamics,1,Video,1320,1668,3,3,1.56,68,Intermediate,60,1
L019,Medium,Textual,40,C032,Kinetics,3,Simulation,960,432,1,4,0.85,100,Advanced,103,0
L019,Medium,Textual,40,C005,Kinetics,1,Video,1140,1208,3,14,2.46,81,Advanced,82,1
L019,Medium,Textual,40,C028,Electrochemistry,4,Quiz,1440,909,3,13,1.93,2,Beginner,-5,0
L019,Medium,Textual,40,C043,Equilibrium,3,Quiz,720,765,2,1,1.16,91,Advanced,101,1
L020,Low,Visual,74,C044,Acids & Bases,5,Simulation,1200,1128,2,14,2.34,18,Beginner,20,0
L020,Low,Visual,74,C025,Electrochemistry,4,Text,900,585,2,7,1.35,15,Beginner,25,0
L020,Low,Visual,74,C008,Kinetics,5,Text,1020,1139,3,1,1.22,67,Intermediate,58,1
L020,Low,Visual,74,C049,Organic Chemistry,2,Text,540,414,3,13,2.07,91,Advanced,93,1
L020,Low,Visual,74,C010,Acids & Bases,4,Simulation,600,925,1,11,2.64,65,Intermediate,61,1
L020,Low,Visual,74,C043,Acids & Bases,4,Text,960,1061,1,5,1.61,87,Advanced,96,1
L020,Low,Visual,74,C019,Equilibrium,3,Video,960,672,1,12,1.9,89,Advanced,99,1
L020,Low,Visual,74,C023,Acids & Bases,5,Quiz,420,356,2,9,1.75,50,Intermediate,46,0
L020,Low,Visual,74,C050,Acids & Bases,2,Text,900,1228,2,1,1.46,68,Intermediate,67,1
L020,Low,Visual,74,C004,Thermodynamics,3,Quiz,1140,1660,3,3,1.76,32,Beginner,23,0
L020,Low,Visual,74,C025,Organic Chemistry,5,Text,1200,1085,3,7,1.6,69,Intermediate,71,1
L020,Low,Visual,74,C048,Atomic Structure,4,Text,300,239,3,7,1.5,62,Intermediate,70,1
L020,Low,Visual,74,C043,Kinetics,4,Video,1140,797,3,9,1.6,52,Intermediate,49,0
L020,Low,Visual,74,C045,Atomic Structure,4,Text,1080,860,1,7,1.5,8,Beginner,16,0
L020,Low,Visual,74,C018,Thermodynamics,4,Quiz,1020,1106,2,11,2.18,90,Advanced,99,1
L020,Low,Visual,74,C001,Electrochemistry,4,Video,720,881,2,3,1.52,18,Beginner,15,0
L020,Low,Visual,74,C020,Acids & Bases,3,Text,1440,1418,2,10,1.98,86,Advanced,81,1
L020,Low,Visual,74,C003,Acids & Bases,1,Simulation,1380,1254,2,3,1.21,2,Beginner,3,0
L020,Low,Visual,74,C013,Acids & Bases,3,Video,780,1014,3,9,2.2,18,Beginner,14,0
L020,Low,Visual,74,C029,Atomic Structure,4,Text,1080,1746,2,5,2.12,60,Intermediate,67,1
L021,Low,Mixed,59,C014,Atomic Structure,1,Simulation,780,775,1,14,2.39,74,Advanced,82,1
L021,Low,Mixed,59,C010,Acids & Bases,1,Video,1080,981,2,9,1.81,67,Intermediate,74,1
L021,Low,Mixed,59,C041,Electrochemistry,4,Video,720,642,2,9,1.79,54,Intermediate,49,0
L021,Low,Mixed,59,C012,Atomic Structure,5,Video,1260,1560,2,12,2.44,34,Beginner,34,0
L021,Low,Mixed,59,C010,Thermodynamics,2,Video,540,409,1,5,1.26,72,Advanced,74,1
L021,Low,Mixed,59,C028,Electrochemistry,4,Text,420,329,1,2,0.98,87,Advanced,97,0
L021,Low,Mixed,59,C016,Organic Chemistry,5,Quiz,1140,756,3,10,1.66,51,Intermediate,54,0
L021,Low,Mixed,59,C023,Equilibrium,5,Quiz,1380,1334,2,4,1.37,28,Beginner,20,0
L021,Low,Mixed,59,C009,Equilibrium,4,Simulation,660,588,1,3,1.19,85,Advanced,84,1
L021,Low,Mixed,59,C031,Acids & Bases,2,Simulation,360,305,3,7,1.55,0,Beginner,3,0
L021,Low,Mixed,59,C039,Organic Chemistry,1,Simulation,1320,1145,2,11,1.97,7,Beginner,-1,0
L021,Low,Mixed,59,C020,Kinetics,4,Quiz,840,283,1,9,1.24,92,Advanced,90,1
L021,Low,Mixed,59,C037,Acids & Bases,1,Quiz,420,476,1,4,1.53,55,Intermediate,49,0
L021,Low,Mixed,59,C039,Acids & Bases,5,Simulation,600,376,1,14,2.03,61,Intermediate,64,1
L021,Low,Mixed,59,C033,Thermodynamics,3,Video,1440,1306,1,5,1.41,48,Intermediate,49,0
L021,Low,Mixed,59,C018,Acids & Bases,3,Text,780,603,1,8,1.57,36,Beginner,30,0
L021,Low,Mixed,59,C002,Kinetics,1,Simulation,1260,1139,3,7,1.6,40,Intermediate,44,0
L021,Low,Mixed,59,C036,Electrochemistry,5,Simulation,900,685,2,3,1.06,10,Beginner,8,0
L021,Low,Mixed,59,C003,Organic Chemistry,5,Text,300,433,1,5,1.94,11,Beginner,6,0
L021,Low,Mixed,59,C024,Organic Chemistry,1,Simulation,1020,802,2,7,1.49,91,Advanced,97,1
L022,Low,Mixed,27,C020,Acids & Bases,1,Video,1080,1126,2,2,1.24,65,Intermediate,72,1
L022,Low,Mixed,27,C011,Acids & Bases,1,Simulation,480,391,2,5,1.31,18,Beginner,14,0
L022,Low,Mixed,27,C039,Kinetics,4,Quiz,720,691,2,3,1.26,14,Beginner,16,0
L022,Low,Mixed,27,C048,Organic Chemistry,2,Video,780,797,2,2,1.22,50,Intermediate,50,0
L022,Low,Mixed,27,C050,Kinetics,5,Video,840,552,1,9,1.56,38,Beginner,46,0
L022,Low,Mixed,27,C029,Acids & Bases,4,Simulation,600,601,3,5,1.5,1,Beginner,6,0
L022,Low,Mixed,27,C040,Acids & Bases,3,Text,1200,1314,3,1,1.2,54,Intermediate,52,0
L022,Low,Mixed,27,C037,Electrochemistry,2,Video,540,847,1,14,2.97,48,Intermediate,53,0
L022,Low,Mixed,27,C025,Organic Chemistry,4,Video,900,1396,3,9,2.45,52,Intermediate,57,0
L022,Low,Mixed,27,C021,Acids & Bases,2,Simulation,960,745,2,3,1.08,66,Intermediate,65,1
L022,Low,Mixed,27,C042,Electrochemistry,1,Quiz,720,661,1,8,1.72,38,Beginner,47,0
L022,Low,Mixed,27,C035,Kinetics,4,Quiz,540,527,3,4,1.38,36,Beginner,46,0
L022,Low,Mixed,27,C046,Thermodynamics,1,Quiz,1140,1588,3,11,2.49,10,Beginner,4,0
L022,Low,Mixed,27,C049,Acids & Bases,1,Quiz,600,851,1,8,2.22,33,Beginner,28,0
L022,Low,Mixed,27,C032,Equilibrium,4,Simulation,960,689,1,13,2.02,49,Intermediate,55,0
L022,Low,Mixed,27,C050,Equilibrium,3,Simulation,420,437,3,13,2.34,3,Beginner,0,0
L022,Low,Mixed,27,C039,Thermodynamics,3,Simulation,840,434,1,5,1.02,29,Beginner,30,0
L022,Low,Mixed,27,C016,Electrochemistry,5,Text,540,394,2,12,1.93,100,Advanced,108,1
L022,Low,Mixed,27,C028,Kinetics,4,Simulation,1320,710,2,4,0.94,68,Intermediate,74,0
L022,Low,Mixed,27,C009,Kinetics,1,Video,1260,698,1,2,0.75,85,Advanced,77,0
L023,High,Textual,22,C049,Thermodynamics,2,Simulation,360,274,1,5,1.26,45,Intermediate,44,0
L023,High,Textual,22,C044,Atomic Structure,5,Quiz,960,781,3,7,1.51,67,Intermediate,59,1
L023,High,Textual,22,C005,Thermodynamics,1,Text,420,460,3,13,2.4,16,Beginner,24,0
L023,High,Textual,22,C003,Equilibrium,4,Video,1320,1178,2,9,1.79,23,Beginner,15,0
L023,High,Textual,22,C020,Atomic Structure,5,Text,660,567,1,5,1.36,35,Beginner,27,0
L023,High,Textual,22,C034,Thermodynamics,3,Video,360,348,3,6,1.57,44,Intermediate,40,0
L023,High,Textual,22,C049,Kinetics,4,Simulation,900,716,1,14,2.2,11,Beginner,16,0
L023,High,Textual,22,C002,Organic Chemistry,1,Text,1380,1411,3,10,2.02,47,Intermediate,46,0
L023,High,Textual,22,C046,Equilibrium,4,Quiz,1440,1550,2,4,1.48,74,Advanced,84,1
L023,High,Textual,22,C003,Organic Chemistry,3,Text,900,1182,1,3,1.61,80,Advanced,72,1
L023,High,Textual,22,C009,Kinetics,5,Quiz,1080,367,3,4,0.74,6,Beginner,4,0
L023,High,Textual,22,C038,Organic Chemistry,3,Video,1200,583,3,9,1.39,71,Advanced,62,1
L023,High,Textual,22,C027,Equilibrium,5,Quiz,1260,736,3,6,1.18,66,Intermediate,72,1
L023,High,Textual,22,C045,Equilibrium,5,Quiz,1140,1469,2,13,2.59,30,Beginner,25,0
L023,High,Textual,22,C037,Atomic Structure,2,Quiz,900,921,2,5,1.52,79,Advanced,78,1
L023,High,Textual,22,C016,Atomic Structure,2,Video,780,1032,3,8,2.12,29,Beginner,25,0
L023,High,Textual,22,C035,Atomic Structure,3,Quiz,1380,1328,1,1,1.06,14,Beginner,20,0
L023,High,Textual,22,C014,Electrochemistry,5,Quiz,720,643,1,12,2.09,72,Advanced,82,1
L023,High,Textual,22,C005,Thermodynamics,4,Text,420,323,1,2,0.97,45,Intermediate,42,0
L023,High,Textual,22,C011,Organic Chemistry,4,Text,600,638,3,3,1.36,71,Advanced,79,1
L024,Low,Visual,33,C018,Acids & Bases,4,Video,1020,1029,2,8,1.81,16,Beginner,25,0
L024,Low,Visual,33,C001,Equilibrium,2,Simulation,1200,1419,2,12,2.38,65,Intermediate,74,1
L024,Low,Visual,33,C018,Kinetics,2,Text,1020,682,2,7,1.37,66,Intermediate,69,1
L024,Low,Visual,33,C017,Kinetics,3,Simulation,660,785,1,7,1.89,64,Intermediate,58,1
L024,Low,Visual,33,C013,Atomic Structure,1,Video,1020,514,1,9,1.4,85,Advanced,79,1
L024,Low,Visual,33,C049,Atomic Structure,2,Text,840,1143,2,4,1.76,19,Beginner,12,0
L024,Low,Visual,33,C039,Organic Chemistry,2,Text,1080,1234,2,14,2.54,62,Intermediate,69,1
L024,Low,Visual,33,C020,Thermodynamics,5,Text,720,829,2,12,2.35,30,Beginner,27,0
L024,Low,Visual,33,C016,Thermodynamics,2,Text,1320,1540,1,12,2.37,48,Intermediate,44,0
L024,Low,Visual,33,C019,Atomic Structure,1,Video,1260,1567,2,13,2.54,25,Beginner,18,0
L024,Low,Visual,33,C029,Equilibrium,1,Text,1320,498,1,13,1.68,27,Beginner,27,0
L024,Low,Visual,33,C016,Electrochemistry,1,Text,300,261,3,3,1.17,8,Beginner,17,0
L024,Low,Visual,33,C049,Kinetics,4,Quiz,480,517,1,3,1.38,48,Intermediate,53,0
L024,Low,Visual,33,C048,Equilibrium,4,Text,1380,1460,1,1,1.16,57,Intermediate,67,0
L024,Low,Visual,33,C023,Organic Chemistry,4,Video,840,735,3,13,2.17,100,Advanced,110,1
L024,Low,Visual,33,C021,Atomic Structure,4,Video,900,735,1,4,1.22,46,Intermediate,48,0
L024,Low,Visual,33,C001,Organic Chemistry,5,Simulation,1440,1706,2,1,1.28,100,Advanced,95,1
L024,Low,Visual,33,C043,Thermodynamics,4,Quiz,780,1061,3,2,1.56,77,Advanced,85,1
L024,Low,Visual,33,C011,Atomic Structure,4,Text,780,1069,3,2,1.57,15,Beginner,17,0
L024,Low,Visual,33,C029,Electrochemistry,1,Simulation,600,542,3,6,1.5,55,Intermediate,65,0
L025,Low,Textual,55,C038,Electrochemistry,5,Video,1020,989,3,4,1.37,17,Beginner,25,0
L025,Low,Textual,55,C003,Equilibrium,4,Text,600,521,1,12,2.07,53,Intermediate,63,0
L025,Low,Textual,55,C007,Equilibrium,4,Quiz,900,753,2,6,1.44,9,Beginner,8,0
L025,Low,Textual,55,C002,Atomic Structure,5,Text,840,798,2,13,2.25,36,Beginner,41,0
L025,Low,Textual,55,C021,Equilibrium,2,Simulation,1260,1173,1,3,1.23,16,Beginner,15,0
L025,Low,Textual,55,C041,Organic Chemistry,4,Simulation,900,631,1,4,1.1,59,Intermediate,64,0
L025,Low,Textual,55,C033,Organic Chemistry,1,Video,1440,707,1,8,1.29,91,Advanced,90,1
L025,Low,Textual,55,C010,Thermodynamics,3,Video,840,757,3,14,2.3,33,Beginner,39,0
L025,Low,Textual,55,C018,Acids & Bases,5,Text,300,223,1,14,2.14,11,Beginner,6,0
L025,Low,Textual,55,C047,Kinetics,3,Text,480,585,1,7,1.92,99,Advanced,95,1
L025,Low,Textual,55,C033,Kinetics,3,Text,780,1075,3,9,2.28,71,Advanced,69,1
L025,Low,Textual,55,C037,Equilibrium,3,Quiz,480,505,3,13,2.35,28,Beginner,37,0
L025,Low,Textual,55,C048,Electrochemistry,2,Quiz,1020,966,2,4,1.35,89,Advanced,92,1
L025,Low,Textual,55,C046,Atomic Structure,1,Quiz,540,809,2,11,2.6,14,Beginner,16,0
L025,Low,Textual,55,C003,Kinetics,1,Video,960,1199,1,10,2.25,44,Intermediate,36,0
L025,Low,Textual,55,C007,Acids & Bases,3,Text,1020,1097,1,8,1.88,67,Intermediate,63,1
L025,Low,Textual,55,C005,Acids & Bases,4,Text,900,681,2,8,1.56,53,Intermediate,49,0
L025,Low,Textual,55,C003,Kinetics,1,Video,1080,672,2,10,1.62,4,Beginner,-5,0
L025,Low,Textual,55,C010,Electrochemistry,4,Video,780,525,2,6,1.27,26,Beginner,35,0
L025,Low,Textual,55,C022,Equilibrium,5,Video,1080,1029,1,6,1.55,37,Beginner,30,0
L026,Low,Visual,33,C046,Thermodynamics,2,Quiz,1080,897,2,6,1.43,92,Advanced,95,1
L026,Low,Visual,33,C015,Kinetics,4,Video,1020,994,3,12,2.17,32,Beginner,26,0
L026,Low,Visual,33,C023,Electrochemistry,3,Simulation,1020,293,2,9,1.19,15,Beginner,22,0
L026,Low,Visual,33,C005,Kinetics,3,Video,1200,1415,3,10,2.18,61,Intermediate,60,1
L026,Low,Visual,33,C010,Acids & Bases,3,Quiz,540,867,3,6,2.21,81,Advanced,86,1
L026,Low,Visual,33,C047,Kinetics,4,Text,960,567,3,13,1.89,58,Intermediate,67,0
L026,Low,Visual,33,C023,Equilibrium,1,Video,900,1042,2,7,1.86,7,Beginner,5,0
L026,Low,Visual,33,C033,Thermodynamics,2,Text,720,693,2,4,1.36,93,Advanced,103,1
L026,Low,Visual,33,C028,Acids & Bases,3,Simulation,660,771,1,5,1.67,73,Advanced,80,1
L026,Low,Visual,33,C048,Thermodynamics,5,Quiz,840,945,3,11,2.23,84,Advanced,85,1
L026,Low,Visual,33,C016,Acids & Bases,4,Quiz,720,821,3,6,1.74,100,Advanced,108,1
L026,Low,Visual,33,C019,Acids & Bases,4,Quiz,1020,1238,1,10,2.21,99,Advanced,101,1
L026,Low,Visual,33,C012,Thermodynamics,3,Quiz,360,289,1,14,2.2,34,Beginner,42,0
L026,Low,Visual,33,C044,Atomic Structure,1,Quiz,660,921,3,10,2.4,77,Advanced,71,1
L026,Low,Visual,33,C003,Thermodynamics,2,Quiz,1020,1144,3,2,1.32,67,Intermediate,77,1
L026,Low,Visual,33,C005,Thermodynamics,2,Simulation,300,157,2,10,1.52,19,Beginner,10,0
L026,Low,Visual,33,C001,Atomic Structure,2,Simulation,900,682,1,1,0.86,21,Beginner,30,0
L026,Low,Visual,33,C028,Equilibrium,5,Quiz,780,954,1,4,1.62,68,Intermediate,68,1
L026,Low,Visual,33,C041,Acids & Bases,3,Quiz,420,536,1,12,2.48,70,Advanced,66,1
L026,Low,Visual,33,C049,Organic Chemistry,2,Quiz,720,617,1,5,1.36,77,Advanced,84,1
